
-----------------------------Channel Probabilities------------------------------

Channel 0:	Stay Success:  0.850100573702816	Stay Failure:  0.8032720613898353
Channel 699:	Stay Success:  0.8622299471893902	Stay Failure:  0.8093565354804884
Channel 700:	Stay Success:  0.8239441528274642	Stay Failure:  0.7797749262687699
Channel 701:	Stay Success:  0.869007860732415	Stay Failure:  0.7901078289561988
Channel 702:	Stay Success:  0.8726507546233577	Stay Failure:  0.8102337108515014
Channel 703:	Stay Success:  0.8537474168757602	Stay Failure:  0.7880345591877262
Channel 704:	Stay Success:  0.8689568972910238	Stay Failure:  0.7780998702878478
Channel 705:	Stay Success:  0.8577471920063352	Stay Failure:  0.8004387093380019
Channel 706:	Stay Success:  0.8504068375014239	Stay Failure:  0.792156565156387
Channel 707:	Stay Success:  0.8383426407421121	Stay Failure:  0.791788555113307
Channel 708:	Stay Success:  0.847914259775081	Stay Failure:  0.7813100567463556
Channel 709:	Stay Success:  0.8425247206956826	Stay Failure:  0.8071751176337799
Channel 710:	Stay Success:  0.8661063161272696	Stay Failure:  0.7809831787722858
Channel 711:	Stay Success:  0.8354624692759036	Stay Failure:  0.7927271249416067
Channel 712:	Stay Success:  0.8721850968405793	Stay Failure:  0.7986304142284719
Channel 713:	Stay Success:  0.8333916650553721	Stay Failure:  0.8176379893946383
Channel 714:	Stay Success:  0.8653276064353561	Stay Failure:  0.820810274556272
Channel 715:	Stay Success:  0.8239192603779733	Stay Failure:  0.8017924084349323
Channel 716:	Stay Success:  0.8604551718672907	Stay Failure:  0.8223069016976084
Channel 717:	Stay Success:  0.8388086772321267	Stay Failure:  0.7994985096775968
Channel 718:	Stay Success:  0.8456505216595208	Stay Failure:  0.7880974915649173
Channel 719:	Stay Success:  0.8305224959095646	Stay Failure:  0.8155347939610446
Channel 720:	Stay Success:  0.8249540978116752	Stay Failure:  0.8257965054590516
Channel 721:	Stay Success:  0.8397708070257237	Stay Failure:  0.7793038807748974
Channel 722:	Stay Success:  0.8446642776910775	Stay Failure:  0.8260461518557713
Channel 723:	Stay Success:  0.8710047343300482	Stay Failure:  0.7824254258534219
Channel 724:	Stay Success:  0.874181556061954	Stay Failure:  0.7982843984940304
Channel 725:	Stay Success:  0.8507658108496148	Stay Failure:  0.7772879939385522
Channel 726:	Stay Success:  0.8494543303122717	Stay Failure:  0.7890559738750754
Channel 727:	Stay Success:  0.8687573529399418	Stay Failure:  0.7785193534396297
Channel 728:	Stay Success:  0.8546896005410097	Stay Failure:  0.8099806709128886
Channel 729:	Stay Success:  0.830684807485547	Stay Failure:  0.82270590577494
Channel 730:	Stay Success:  0.837864906093656	Stay Failure:  0.8231197439465653
Channel 731:	Stay Success:  0.8596630696855929	Stay Failure:  0.7791545054345916
Channel 732:	Stay Success:  0.8583621726323442	Stay Failure:  0.7826962887441202
Channel 733:	Stay Success:  0.850516898575239	Stay Failure:  0.792938945002978
Channel 734:	Stay Success:  0.8734798331472617	Stay Failure:  0.7863806542889328
Channel 735:	Stay Success:  0.8619623657004811	Stay Failure:  0.8014098948087516
Channel 736:	Stay Success:  0.8550733085097514	Stay Failure:  0.7872993687986839
Channel 737:	Stay Success:  0.8644088507958886	Stay Failure:  0.8030333027083052
Channel 738:	Stay Success:  0.8247883335977811	Stay Failure:  0.817183788376002
Channel 739:	Stay Success:  0.8683583880011867	Stay Failure:  0.8060709148440638
Channel 740:	Stay Success:  0.8617626639439164	Stay Failure:  0.8100009400107405
Channel 741:	Stay Success:  0.8732706227879005	Stay Failure:  0.7791147938530198
Channel 742:	Stay Success:  0.8633685857362717	Stay Failure:  0.7751792575736104
Channel 743:	Stay Success:  0.8439361042722738	Stay Failure:  0.7750761935652826
Channel 744:	Stay Success:  0.8484488737370711	Stay Failure:  0.8171060901665406
Channel 745:	Stay Success:  0.8514630934475073	Stay Failure:  0.8118645506109942
Channel 746:	Stay Success:  0.8261431770067732	Stay Failure:  0.8070399385896626
Channel 747:	Stay Success:  0.8354562174034078	Stay Failure:  0.8241872142526154
Channel 748:	Stay Success:  0.8238749459863519	Stay Failure:  0.8070843647627782
Channel 749:	Stay Success:  0.8447299418875529	Stay Failure:  0.7833712850835042
Channel 750:	Stay Success:  0.8752874047811666	Stay Failure:  0.7924216708216217
Channel 751:	Stay Success:  0.8521709734480322	Stay Failure:  0.7742630527101669
Channel 752:	Stay Success:  0.8696431119684722	Stay Failure:  0.7986744822120485
Channel 753:	Stay Success:  0.8687634728355971	Stay Failure:  0.7891053301515851
Channel 754:	Stay Success:  0.8672841074629248	Stay Failure:  0.796119472301412
Channel 755:	Stay Success:  0.852023673851312	Stay Failure:  0.7834786998575212
Channel 756:	Stay Success:  0.8598817803070473	Stay Failure:  0.7837814180391532
Channel 757:	Stay Success:  0.8415602424004456	Stay Failure:  0.8033912719192878
Channel 758:	Stay Success:  0.8568253546491299	Stay Failure:  0.8212353137749965
Channel 759:	Stay Success:  0.8595925299530526	Stay Failure:  0.8054218054981502
Channel 760:	Stay Success:  0.8521337717561109	Stay Failure:  0.8069474404116991
Channel 761:	Stay Success:  0.8314234143800914	Stay Failure:  0.8229686347619148
Channel 762:	Stay Success:  0.8382601112467236	Stay Failure:  0.8244410704537493
Channel 763:	Stay Success:  0.8650990395619049	Stay Failure:  0.8114397617402587
Channel 764:	Stay Success:  0.8625037780970847	Stay Failure:  0.7920156091982347
Channel 765:	Stay Success:  0.8493140611872765	Stay Failure:  0.779034512705063
Channel 766:	Stay Success:  0.8582012962451789	Stay Failure:  0.8179643691570837
Channel 767:	Stay Success:  0.8275516185590319	Stay Failure:  0.8178388409112795
Channel 768:	Stay Success:  0.8626903448209265	Stay Failure:  0.7878158207812744
Channel 769:	Stay Success:  0.8312796738458996	Stay Failure:  0.7963474835608064
Channel 770:	Stay Success:  0.8590525275171221	Stay Failure:  0.7939715270325856
Channel 771:	Stay Success:  0.8463101112753822	Stay Failure:  0.7813968155496175
Channel 772:	Stay Success:  0.8581473763674919	Stay Failure:  0.8034026619642467
Channel 773:	Stay Success:  0.8562807105670035	Stay Failure:  0.8162455082460717
Channel 774:	Stay Success:  0.8367111186252204	Stay Failure:  0.7886436329404708
Channel 775:	Stay Success:  0.8558069105263911	Stay Failure:  0.7913992203328526
Channel 776:	Stay Success:  0.8592234621120434	Stay Failure:  0.8249394296479811
Channel 777:	Stay Success:  0.8320699146199778	Stay Failure:  0.7790017174073527
Channel 778:	Stay Success:  0.8371777746696214	Stay Failure:  0.7743482641348302
Channel 779:	Stay Success:  0.8657728613821395	Stay Failure:  0.7965771136986198
Channel 780:	Stay Success:  0.867816863338259	Stay Failure:  0.7792565705562503
Channel 781:	Stay Success:  0.8521287815710084	Stay Failure:  0.8217145859166389
Channel 782:	Stay Success:  0.8515417439431548	Stay Failure:  0.8019510936610884
Channel 783:	Stay Success:  0.8704921992213112	Stay Failure:  0.7982165819406734
Channel 784:	Stay Success:  0.8655323278380631	Stay Failure:  0.8157494855723861
Channel 785:	Stay Success:  0.8603071982030159	Stay Failure:  0.774689684300114
Channel 786:	Stay Success:  0.8750688585893099	Stay Failure:  0.8250483047838283
Channel 787:	Stay Success:  0.8255618093398789	Stay Failure:  0.7818950297737562
Channel 788:	Stay Success:  0.8684107101306586	Stay Failure:  0.7956520631514056
Channel 789:	Stay Success:  0.8403534349303008	Stay Failure:  0.7888357482956038
Channel 790:	Stay Success:  0.8294354238632192	Stay Failure:  0.7769310412711363
Channel 791:	Stay Success:  0.8690623432339316	Stay Failure:  0.8248878331092541
Channel 792:	Stay Success:  0.8637559324388353	Stay Failure:  0.8164656064532221
Channel 793:	Stay Success:  0.8700274241211989	Stay Failure:  0.7946339725355285
Channel 794:	Stay Success:  0.8315597747892642	Stay Failure:  0.7910884594545537
Channel 795:	Stay Success:  0.8728961744238759	Stay Failure:  0.7849402259700136
Channel 796:	Stay Success:  0.859042035684488	Stay Failure:  0.8000138049520458
Channel 797:	Stay Success:  0.8378389686420328	Stay Failure:  0.7749463587849291
Channel 798:	Stay Success:  0.8260943645386244	Stay Failure:  0.8178161422227942
Channel 799:	Stay Success:  0.8320192310349733	Stay Failure:  0.7902056659428404
Channel 800:	Stay Success:  0.8471986766775558	Stay Failure:  0.8128989645004118
Channel 801:	Stay Success:  0.835926122573079	Stay Failure:  0.7861356344170529
Channel 802:	Stay Success:  0.8572929110295215	Stay Failure:  0.8001373393494657
Channel 803:	Stay Success:  0.8353839562907552	Stay Failure:  0.8011057356155249
Channel 804:	Stay Success:  0.8727471580253828	Stay Failure:  0.7927276788779469
Channel 805:	Stay Success:  0.8565501509740965	Stay Failure:  0.8251832518938205
Channel 806:	Stay Success:  0.8578042661991253	Stay Failure:  0.7885237400772293
Channel 807:	Stay Success:  0.8743540401306676	Stay Failure:  0.8196087078335142
Channel 808:	Stay Success:  0.8604594281682628	Stay Failure:  0.7907339804194001
Channel 809:	Stay Success:  0.8523499479903003	Stay Failure:  0.8102690296778634
Channel 810:	Stay Success:  0.8464428140531444	Stay Failure:  0.790122364704313
Channel 811:	Stay Success:  0.8296894451091564	Stay Failure:  0.81995216220603
Channel 812:	Stay Success:  0.8533339656191647	Stay Failure:  0.7832331194744537
Channel 813:	Stay Success:  0.8460199678514101	Stay Failure:  0.8077766740263053
Channel 814:	Stay Success:  0.8561908192774718	Stay Failure:  0.8066064537439336
Channel 815:	Stay Success:  0.8496938665250902	Stay Failure:  0.7815203902753303
Channel 816:	Stay Success:  0.829782307556765	Stay Failure:  0.8102663108236191
Channel 817:	Stay Success:  0.8661929818432379	Stay Failure:  0.8238974301410135
Channel 818:	Stay Success:  0.8355000910556847	Stay Failure:  0.7835249713056501
Channel 819:	Stay Success:  0.8324929650851958	Stay Failure:  0.7960391507829561
Channel 820:	Stay Success:  0.8609808317719647	Stay Failure:  0.8235401384562459
Channel 821:	Stay Success:  0.8270928946193301	Stay Failure:  0.7889338651865698
Channel 822:	Stay Success:  0.8485064006124535	Stay Failure:  0.775644153028967
Channel 823:	Stay Success:  0.8619285991481692	Stay Failure:  0.7879047114774179
Channel 824:	Stay Success:  0.8597868459589004	Stay Failure:  0.8042430583936246
Channel 825:	Stay Success:  0.8743312437619556	Stay Failure:  0.7800525722105309
Channel 826:	Stay Success:  0.8619715939082437	Stay Failure:  0.8246390629179294
Channel 827:	Stay Success:  0.8400437297010084	Stay Failure:  0.7795213364844719
Channel 828:	Stay Success:  0.845139514753596	Stay Failure:  0.8167960194916762
Channel 829:	Stay Success:  0.8679502125687718	Stay Failure:  0.8085393193892253
Channel 830:	Stay Success:  0.8597008627391912	Stay Failure:  0.7845269057396475
Channel 831:	Stay Success:  0.87282776681491	Stay Failure:  0.8050867732295433
Channel 832:	Stay Success:  0.8542798206991778	Stay Failure:  0.7964523297662829
Channel 833:	Stay Success:  0.860170281378068	Stay Failure:  0.7861844663332016
Channel 834:	Stay Success:  0.8444373005334149	Stay Failure:  0.8241020067816356
Channel 835:	Stay Success:  0.835615509457518	Stay Failure:  0.7770836756689441
Channel 836:	Stay Success:  0.8303942381403011	Stay Failure:  0.8114701202354501
Channel 837:	Stay Success:  0.8669839321845474	Stay Failure:  0.8229164288757999
Channel 838:	Stay Success:  0.8381164409533542	Stay Failure:  0.8064429187554698
Channel 839:	Stay Success:  0.8248469395561574	Stay Failure:  0.8067602785510952
Channel 840:	Stay Success:  0.8723891017366479	Stay Failure:  0.780439086867122
Channel 841:	Stay Success:  0.8446183144816365	Stay Failure:  0.8055091121770552
Channel 842:	Stay Success:  0.8585961269569512	Stay Failure:  0.8232389779140913
Channel 843:	Stay Success:  0.84630623417226	Stay Failure:  0.8261227248371704
Channel 844:	Stay Success:  0.8404702760559501	Stay Failure:  0.7869798844596428
Channel 845:	Stay Success:  0.8581952271904731	Stay Failure:  0.7965940139137261
Channel 846:	Stay Success:  0.8492279006875759	Stay Failure:  0.7962017141683093
Channel 847:	Stay Success:  0.8611281939260745	Stay Failure:  0.7747466990440522
Channel 848:	Stay Success:  0.8439797193306097	Stay Failure:  0.8090012379057521
Channel 849:	Stay Success:  0.8642121538479189	Stay Failure:  0.804441596270741
Channel 850:	Stay Success:  0.8728271963701968	Stay Failure:  0.7834907249831123
Channel 851:	Stay Success:  0.8264953001231236	Stay Failure:  0.7865803292356514
Channel 852:	Stay Success:  0.8444153795663104	Stay Failure:  0.7965617452684817
Channel 853:	Stay Success:  0.8334424298011416	Stay Failure:  0.814950630458848
Channel 854:	Stay Success:  0.8348374011167617	Stay Failure:  0.8069183367273113
Channel 855:	Stay Success:  0.8331188703226104	Stay Failure:  0.7987447348689228
Channel 856:	Stay Success:  0.8445581663411866	Stay Failure:  0.774286661397559
Channel 857:	Stay Success:  0.8408150281278843	Stay Failure:  0.7818869011622127
Channel 858:	Stay Success:  0.865879318580891	Stay Failure:  0.8127854051742676
Channel 859:	Stay Success:  0.8513308281366774	Stay Failure:  0.8053428689017028
Channel 860:	Stay Success:  0.8408967148606509	Stay Failure:  0.7784397972485699
Channel 861:	Stay Success:  0.8746333710403795	Stay Failure:  0.7864050109934241
Channel 862:	Stay Success:  0.8366790913500021	Stay Failure:  0.8131286762501531
Channel 863:	Stay Success:  0.8553379288378039	Stay Failure:  0.8121813106830376
Channel 864:	Stay Success:  0.8240248788866242	Stay Failure:  0.8015607236237609
Channel 865:	Stay Success:  0.8429977881005571	Stay Failure:  0.8253874207784019
Channel 866:	Stay Success:  0.8749069874817218	Stay Failure:  0.8041213178253748
Channel 867:	Stay Success:  0.8528477484112157	Stay Failure:  0.7787375490950689
Channel 868:	Stay Success:  0.8489660345303737	Stay Failure:  0.8122170962510166
Channel 869:	Stay Success:  0.8339834352591176	Stay Failure:  0.7943097974724416
Channel 870:	Stay Success:  0.8553136490217997	Stay Failure:  0.7944935595481061
Channel 871:	Stay Success:  0.847060618950731	Stay Failure:  0.8187806343974786
Channel 872:	Stay Success:  0.8427805714139124	Stay Failure:  0.8082585312593706
Channel 873:	Stay Success:  0.8733545590955363	Stay Failure:  0.8204368120604554
Channel 874:	Stay Success:  0.8489917577305516	Stay Failure:  0.8097575966107281
Channel 875:	Stay Success:  0.8365462936648802	Stay Failure:  0.8017632855117196
Channel 876:	Stay Success:  0.8264992642258783	Stay Failure:  0.7882104000990515
Channel 877:	Stay Success:  0.8596422692463143	Stay Failure:  0.7957214425340211
Channel 878:	Stay Success:  0.8726487527511054	Stay Failure:  0.816429336153677
Channel 879:	Stay Success:  0.8496644578365882	Stay Failure:  0.7840040593312204
Channel 880:	Stay Success:  0.8450491084210402	Stay Failure:  0.8136918670126654
Channel 881:	Stay Success:  0.8648010420724266	Stay Failure:  0.811034006907943
Channel 882:	Stay Success:  0.8334581933914602	Stay Failure:  0.7915890249979902
Channel 883:	Stay Success:  0.8525135607141471	Stay Failure:  0.8073727594850606
Channel 884:	Stay Success:  0.8441179489263557	Stay Failure:  0.8114970925622421
Channel 885:	Stay Success:  0.8646908442190396	Stay Failure:  0.8010252951733594
Channel 886:	Stay Success:  0.842121015716709	Stay Failure:  0.7971333385740407
Channel 887:	Stay Success:  0.8506568193257125	Stay Failure:  0.8237570114548807
Channel 888:	Stay Success:  0.847878296485002	Stay Failure:  0.8192974361495552
Channel 889:	Stay Success:  0.8371833660197862	Stay Failure:  0.8150286704625833
Channel 890:	Stay Success:  0.8588957093533675	Stay Failure:  0.7886099789690358
Channel 891:	Stay Success:  0.8593535616527213	Stay Failure:  0.8066201110506445
Channel 892:	Stay Success:  0.8381720959746125	Stay Failure:  0.8046940719738609
Channel 893:	Stay Success:  0.8737471301750833	Stay Failure:  0.7775033644823364
Channel 894:	Stay Success:  0.8308407756791231	Stay Failure:  0.783118284698361
Channel 895:	Stay Success:  0.8549154351985163	Stay Failure:  0.7881578400970363
Channel 896:	Stay Success:  0.8357278127144043	Stay Failure:  0.8006993239663955
Channel 897:	Stay Success:  0.8239493890776534	Stay Failure:  0.8206155152163412
Channel 898:	Stay Success:  0.8389630338568884	Stay Failure:  0.7920286006982846
Channel 899:	Stay Success:  0.8495095382272841	Stay Failure:  0.8113432174530242
Channel 900:	Stay Success:  0.8515420155839827	Stay Failure:  0.7958685822395283
Channel 901:	Stay Success:  0.8612215945181598	Stay Failure:  0.8151701172589756
Channel 902:	Stay Success:  0.8251113648058642	Stay Failure:  0.7991185564281565
Channel 903:	Stay Success:  0.8331020603708825	Stay Failure:  0.8040660124651016
Channel 904:	Stay Success:  0.8679819951818871	Stay Failure:  0.7781383718813215
Channel 905:	Stay Success:  0.828390077878104	Stay Failure:  0.8094066534436645
Channel 906:	Stay Success:  0.8532981688468922	Stay Failure:  0.8097820789020509
Channel 907:	Stay Success:  0.8308578135023289	Stay Failure:  0.7997135575778478
Channel 908:	Stay Success:  0.8430704879287486	Stay Failure:  0.7934556010735343
Channel 909:	Stay Success:  0.8645773455089354	Stay Failure:  0.802867131755344
Channel 910:	Stay Success:  0.848592736359554	Stay Failure:  0.7866269224106475
Channel 911:	Stay Success:  0.8546009649657959	Stay Failure:  0.7891617763196703
Channel 912:	Stay Success:  0.8527931870946338	Stay Failure:  0.7751322265447862
Channel 913:	Stay Success:  0.8293748927554425	Stay Failure:  0.7791974012728226
Channel 914:	Stay Success:  0.8498857430141731	Stay Failure:  0.8002343275803648
Channel 915:	Stay Success:  0.8676600411840621	Stay Failure:  0.7832991143517967
Channel 916:	Stay Success:  0.8517197499089696	Stay Failure:  0.7798584730040016
Channel 917:	Stay Success:  0.8271457739018191	Stay Failure:  0.8157138233272109
Channel 918:	Stay Success:  0.8264157714543566	Stay Failure:  0.8228475512661755
Channel 919:	Stay Success:  0.8497337357923194	Stay Failure:  0.8025204949214978
Channel 920:	Stay Success:  0.8478207349049386	Stay Failure:  0.8087999614318071
Channel 921:	Stay Success:  0.8376628392405052	Stay Failure:  0.806912400132751
Channel 922:	Stay Success:  0.8714980942555903	Stay Failure:  0.800166327422396
Channel 923:	Stay Success:  0.8285045985779512	Stay Failure:  0.7984657171359462
Channel 924:	Stay Success:  0.8690567748313901	Stay Failure:  0.7869618714536806
Channel 925:	Stay Success:  0.8319856849460133	Stay Failure:  0.8134473638414718
Channel 926:	Stay Success:  0.8622294008694765	Stay Failure:  0.8202173080818799
Channel 927:	Stay Success:  0.8565840067539506	Stay Failure:  0.8150101725720239
Channel 928:	Stay Success:  0.8585419182293701	Stay Failure:  0.792045268876505
Channel 929:	Stay Success:  0.863062777398507	Stay Failure:  0.7861054242795074
Channel 930:	Stay Success:  0.8312156550659124	Stay Failure:  0.8016054266798122
Channel 931:	Stay Success:  0.8492687182434422	Stay Failure:  0.814016023053013
Channel 932:	Stay Success:  0.8556761397437067	Stay Failure:  0.7799695742012209
Channel 933:	Stay Success:  0.8749360177943217	Stay Failure:  0.8084001307417776
Channel 934:	Stay Success:  0.825549595749549	Stay Failure:  0.7929707765858067
Channel 935:	Stay Success:  0.826877557084143	Stay Failure:  0.78900053667244
Channel 936:	Stay Success:  0.8373738944667679	Stay Failure:  0.8030742773628106
Channel 937:	Stay Success:  0.8527938764848729	Stay Failure:  0.7919319038830039
Channel 938:	Stay Success:  0.8366669769945586	Stay Failure:  0.8092372576382019
Channel 939:	Stay Success:  0.8489986233053629	Stay Failure:  0.7942135645263847
Channel 940:	Stay Success:  0.8722897407984285	Stay Failure:  0.7908933560677477
Channel 941:	Stay Success:  0.8505182966811394	Stay Failure:  0.7910951302830808
Channel 942:	Stay Success:  0.8469604436640926	Stay Failure:  0.7856691370146734
Channel 943:	Stay Success:  0.8592671330629259	Stay Failure:  0.8149837256437625
Channel 944:	Stay Success:  0.8484751210837831	Stay Failure:  0.7945874811445273
Channel 945:	Stay Success:  0.8551666289891114	Stay Failure:  0.813970201780502
Channel 946:	Stay Success:  0.8526269012553005	Stay Failure:  0.8018724392480562
Channel 947:	Stay Success:  0.8415012567505387	Stay Failure:  0.8055829446368683
Channel 948:	Stay Success:  0.8340335209811717	Stay Failure:  0.7858148844487259
Channel 949:	Stay Success:  0.8490067298914176	Stay Failure:  0.8103782506287496
Channel 950:	Stay Success:  0.824840247298994	Stay Failure:  0.8230214392181172
Channel 951:	Stay Success:  0.831692921836246	Stay Failure:  0.7837310093570667
Channel 952:	Stay Success:  0.8267650082957383	Stay Failure:  0.822688831606152
Channel 953:	Stay Success:  0.8404500721193737	Stay Failure:  0.7870537945050425
Channel 954:	Stay Success:  0.8591044319911804	Stay Failure:  0.784661915159051
Channel 955:	Stay Success:  0.8462792114342775	Stay Failure:  0.8132362536670091
Channel 956:	Stay Success:  0.8340801842765573	Stay Failure:  0.7902463127791444
Channel 957:	Stay Success:  0.8439112378794971	Stay Failure:  0.8000723775532704
Channel 958:	Stay Success:  0.8429388451531409	Stay Failure:  0.798737763278206
Channel 959:	Stay Success:  0.8710770047205579	Stay Failure:  0.7742679051569755
Channel 960:	Stay Success:  0.8421125554175241	Stay Failure:  0.7776159159202471
Channel 961:	Stay Success:  0.8563028906947378	Stay Failure:  0.7888304644857194
Channel 962:	Stay Success:  0.8621464245389885	Stay Failure:  0.8180826205039058
Channel 963:	Stay Success:  0.8267447055133933	Stay Failure:  0.8052119891886945
Channel 964:	Stay Success:  0.8689807107725813	Stay Failure:  0.774527677041258
Channel 965:	Stay Success:  0.8337985353423915	Stay Failure:  0.8149814534825885
Channel 966:	Stay Success:  0.8595636033594231	Stay Failure:  0.7764695436884035
Channel 967:	Stay Success:  0.8269334808066457	Stay Failure:  0.8197297760780327
Channel 968:	Stay Success:  0.8463530115402841	Stay Failure:  0.8144987919756952
Channel 969:	Stay Success:  0.8506678905966418	Stay Failure:  0.7904891106681979
Channel 970:	Stay Success:  0.8477126669055332	Stay Failure:  0.8123374980275875
Channel 971:	Stay Success:  0.8450811522168235	Stay Failure:  0.7803498092978548
Channel 972:	Stay Success:  0.8423108486805803	Stay Failure:  0.7827475732249762
Channel 973:	Stay Success:  0.8442333728319721	Stay Failure:  0.8205006853690019
Channel 974:	Stay Success:  0.8595975467656061	Stay Failure:  0.7911224517477842
Channel 975:	Stay Success:  0.8733513655006124	Stay Failure:  0.7889856412355105
Channel 976:	Stay Success:  0.8533248888587674	Stay Failure:  0.7996142168060487
Channel 977:	Stay Success:  0.8496680300847511	Stay Failure:  0.8258697108230766
Channel 978:	Stay Success:  0.8570811745872413	Stay Failure:  0.7858902132915414
Channel 979:	Stay Success:  0.8378401089847741	Stay Failure:  0.8154676448755496
Channel 980:	Stay Success:  0.8311685118634816	Stay Failure:  0.8191650144628219
Channel 981:	Stay Success:  0.870110534301324	Stay Failure:  0.7981670494314966
Channel 982:	Stay Success:  0.8310698825471151	Stay Failure:  0.821261191384733
Channel 983:	Stay Success:  0.8308670369631135	Stay Failure:  0.7894263803438806
Channel 984:	Stay Success:  0.8682243068629791	Stay Failure:  0.7808524867372361
Channel 985:	Stay Success:  0.8330273607614859	Stay Failure:  0.7855974911685424
Channel 986:	Stay Success:  0.8716420925041753	Stay Failure:  0.8198565926914322
Channel 987:	Stay Success:  0.8640469147986427	Stay Failure:  0.8260425398157882
Channel 988:	Stay Success:  0.8737001005889083	Stay Failure:  0.8019518768133813
Channel 989:	Stay Success:  0.8488322348533439	Stay Failure:  0.7978256832002636
Channel 990:	Stay Success:  0.8352865594328168	Stay Failure:  0.7892146945462755
Channel 991:	Stay Success:  0.8480664704478693	Stay Failure:  0.7796339316108819
Channel 992:	Stay Success:  0.8447856640947308	Stay Failure:  0.7935988664065206
Channel 993:	Stay Success:  0.8512828679879417	Stay Failure:  0.7809302480359727
Channel 994:	Stay Success:  0.8757111904485467	Stay Failure:  0.816992372328414
Channel 995:	Stay Success:  0.8436349803102158	Stay Failure:  0.7921120969209058
Channel 996:	Stay Success:  0.8748528415422663	Stay Failure:  0.7846673231941174
Channel 997:	Stay Success:  0.8648916344803398	Stay Failure:  0.7838866621285598
Channel 998:	Stay Success:  0.8467138131497115	Stay Failure:  0.7827096563342942
Channel 999:	Stay Success:  0.8642069085295601	Stay Failure:  0.8012797502385685
Channel 1000:	Stay Success:  0.8291743258593071	Stay Failure:  0.7796870137343286
Channel 1001:	Stay Success:  0.86473887795308	Stay Failure:  0.7972105168664363
Channel 1002:	Stay Success:  0.8246879465604007	Stay Failure:  0.8241593723913038
Channel 1003:	Stay Success:  0.8309776957456297	Stay Failure:  0.7879953702237252
Channel 1004:	Stay Success:  0.8376195568913101	Stay Failure:  0.7935074504264158
Channel 1005:	Stay Success:  0.8630653776102081	Stay Failure:  0.8131186695069113
Channel 1006:	Stay Success:  0.8251129078221867	Stay Failure:  0.8227560089571453
Channel 1007:	Stay Success:  0.8626185275642937	Stay Failure:  0.8062188475178067
Channel 1008:	Stay Success:  0.8463447060133086	Stay Failure:  0.7875138859509683
Channel 1009:	Stay Success:  0.8731131660257485	Stay Failure:  0.8098132505385591
Channel 1010:	Stay Success:  0.8388863609751356	Stay Failure:  0.7742693937598754
Channel 1011:	Stay Success:  0.8745037320977183	Stay Failure:  0.8017150527901579
Channel 1012:	Stay Success:  0.851020527589712	Stay Failure:  0.7773201434564971
Channel 1013:	Stay Success:  0.8499981524530276	Stay Failure:  0.8111227994790617
Channel 1014:	Stay Success:  0.8559086437756762	Stay Failure:  0.7802440972372292
Channel 1015:	Stay Success:  0.8358741984397446	Stay Failure:  0.7845460441542863
Channel 1016:	Stay Success:  0.8566498053742811	Stay Failure:  0.7839473908404371
Channel 1017:	Stay Success:  0.850796528993788	Stay Failure:  0.8211388833768761
Channel 1018:	Stay Success:  0.8424359283737184	Stay Failure:  0.7849595834434265
Channel 1019:	Stay Success:  0.8537716972862025	Stay Failure:  0.8022034826427322
Channel 1020:	Stay Success:  0.8615105058519618	Stay Failure:  0.8108407298600603
Channel 1021:	Stay Success:  0.8292264724292246	Stay Failure:  0.818312698734813
Channel 1022:	Stay Success:  0.8749884225571745	Stay Failure:  0.8207439538186273
Channel 1023:	Stay Success:  0.8463764977192837	Stay Failure:  0.808824717749085

--------------------------------------------------------------------------------

Channel 110: 51
Channel 84: 43
Channel 567: 37
Channel 893: 34
Channel 959: 31
Channel 96: 22
Channel 741: 20
Channel 825: 17
Channel 295: 17
Channel 996: 16
Channel 544: 15
Channel 307: 15
Channel 204: 15
Channel 861: 12
Channel 57: 12
Channel 964: 11
Channel 605: 10
Channel 282: 10
Channel 727: 9
Channel 179: 9
Channel 795: 8
Channel 723: 8
Channel 704: 8
Channel 386: 8
Channel 228: 8
Channel 104: 8
Channel 975: 7
Channel 850: 7
Channel 45: 7
Channel 112: 7
Channel 83: 6
Channel 734: 6
Channel 118: 6
Channel 840: 5
Channel 693: 5
Channel 590: 5
Channel 531: 5
Channel 291: 5
Channel 191: 5
Channel 174: 5
Channel 372: 4
Channel 269: 4
Channel 904: 3
Channel 780: 3
Channel 750: 3
Channel 622: 3
Channel 579: 3
Channel 578: 3
Channel 451: 3
Channel 206: 3
Channel 984: 2
Channel 940: 2
Channel 804: 2
Channel 753: 2
Channel 712: 2
Channel 710: 2
Channel 61: 2
Channel 557: 2
Channel 522: 2
Channel 488: 2
Channel 448: 2
Channel 438: 2
Channel 376: 2
Channel 374: 2
Channel 347: 2
Channel 320: 2
Channel 135: 2
Channel 966: 1
Channel 954: 1
Channel 933: 1
Channel 924: 1
Channel 915: 1
Channel 866: 1
Channel 754: 1
Channel 752: 1
Channel 742: 1
Channel 724: 1
Channel 71: 1
Channel 701: 1
Channel 685: 1
Channel 682: 1
Channel 603: 1
Channel 569: 1
Channel 56: 1
Channel 519: 1
Channel 518: 1
Channel 40: 1
Channel 400: 1
Channel 338: 1
Channel 319: 1
Channel 302: 1
Channel 281: 1
Channel 277: 1
Channel 26: 1
Channel 225: 1
Channel 222: 1
Channel 220: 1
Channel 196: 1
Channel 115: 1
Channel 1: 1
Channel 999: 0
Channel 998: 0
Channel 997: 0
Channel 995: 0
Channel 994: 0
Channel 993: 0
Channel 992: 0
